hike_name,hike_id,numReports,total_dist,elevation gain,time_from_seattle,Coast,stars,Dogs allowed on leash,Established campsites,Fall foliage,Good for kids,Lakes,Mountain views,Old growth,Ridges/passes,Rivers,Summits,Waterfalls,Wildflowers/Meadows,Wildlife
Rachel Lake,740,452,8,1600,82.43333333,0,3.91,1,1,0,0,1,1,1,0,0,0,1,1,0
John Wayne Trail - Rattlesnake Lake,741,85,11,300,38.38333333,0,2.86,1,0,0,1,0,0,0,0,0,0,1,0,1
Moncton Ghost Town,742,1,2.5,20,38.21666667,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Carne Mountain,743,87,8,3600,194.4333333,0,4,1,0,0,0,0,1,0,0,0,1,0,0,0
Cleman Mountain - Waterworks Canyon Loop,744,26,6,2000,148,0,2.4,0,0,0,0,0,0,0,1,0,0,0,0,1
Crystal Mountain Resort,745,8,,,103.5833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burnt Bridge Creek Greenway Trail,746,1,16.2,200,159.1833333,0,4,1,0,1,1,0,0,0,0,0,0,0,0,1
Westside Road,747,16,,,117.6333333,0,1.33,0,0,0,0,0,0,1,0,0,0,0,0,0
Mount Si - Creekside Loop,748,0,,,40.26666667,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Ridgefield National Wildlife Refuge,749,9,2,100,145.2666667,0,3.75,0,0,0,1,0,0,0,0,1,0,0,0,1
Lacamas Park - Lacamas Creek,750,4,4.5,350,167.55,0,5,1,0,1,1,1,0,0,0,0,0,1,0,1
Lacamas Heritage Trail,751,7,,,166.4333333,0,2,1,0,0,1,1,0,0,0,1,0,1,0,1
Steigerwald Lake National Wildlife Refuge,752,5,,,169.35,0,3.5,0,0,0,1,1,0,0,0,0,0,0,0,1
Whipple Creek Park,753,8,3.1,110,148.9833333,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Busywild Overlook Snowshoe,754,1,6.5,900,119.4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
South Access Road,755,13,,,32.38333333,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1
Snow Bowl Hut Snowshoe,756,8,9,2000,121.4833333,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Heather - Maple Pass Loop,757,263,7.2,2000,180.5666667,0,4.61,0,0,0,0,1,1,1,1,0,0,0,0,1
Lower Big Quilcene River,758,72,10,800,126.15,0,3.67,0,1,0,0,0,0,1,0,1,0,0,0,0
South Coast Wilderness Trail - Toleak Point,759,49,17,250,228.5833333,1,4.11,0,1,0,0,0,0,0,0,1,0,0,0,0
Mosier Plateau,760,5,2.5,540,216.9166667,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Coyote Wall,761,15,8.25,1630,233.35,0,2.75,1,0,0,0,0,1,0,0,1,0,0,0,0
Yellow Banks,762,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colonial Peak,763,1,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Chair Peak,764,2,9,6244,54.66666667,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
McCroskey Memorial State Park,765,1,,,303.6833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Spokane State Park - Upper Trail 140,766,7,3,1341,312.1,0,3.5,1,0,0,1,0,1,1,0,0,1,0,0,1
Tonga Ridge / Mount Sawyer,767,233,8,1200,133.6333333,0,3.4,1,1,1,1,0,1,0,1,0,1,0,0,0
Peek-a-boo Lake,768,52,5,1500,101.2666667,0,3,1,1,0,1,1,1,1,0,0,0,0,0,0
Slate Creek,769,9,6,3700,265.45,0,2.5,1,0,0,0,0,1,0,1,0,0,0,0,1
Ladder Creek Falls,770,12,0.4,660,135.9166667,0,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0
Sundown Lake Way Trail,771,6,2,100,246.4666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cape Alava,772,34,6.2,100,258.4166667,1,3.25,0,1,0,1,0,0,0,0,0,0,0,0,0
East Crater,773,4,5,900,275.1333333,0,3.4,1,1,0,0,0,0,0,0,0,0,0,0,0
Turnbull National Wildlife Refuge,774,5,5.5,2300,250.9333333,0,3.57,1,0,0,1,1,0,0,0,0,0,0,0,1
Finch Arboretum,775,0,,,246.9166667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Little Giant Pass,776,49,10,4000,173.45,0,3.2,0,0,0,0,0,1,0,1,1,0,0,0,0
Enchantment Park,777,3,,,136.9833333,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Freund Canyon,778,1,7.3,1800,138.4166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Si via Mount Teneriffe Road Trail,779,46,9,2950,41.45,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawk Creek - Lake Roosevelt NRA,780,5,4.5,900,251.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Twin Lakes,781,4,2,325,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Manresa Grotto,782,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibralter Mountain,783,2,,,327.6166667,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilson Creek,784,1,5.6,220,134.2333333,0,3.5,1,0,0,0,0,1,1,0,0,0,0,0,0
Courtney Peak,785,2,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bobs Lakes,786,0,3,390,,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilson Creek,787,0,2,100,,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1
Swanson Lakes,788,0,,,243.2666667,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1
Florence Lake,789,0,4.5,50,,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Boyer Park Bluffs,790,0,4,1550,,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden Stairway,791,4,6,2300,289.65,0,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0
Potters Pond Fishing and Observation Platform,792,0,,,344.05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sherlock Peak,793,2,7,1580,408.1,0,3.25,1,0,1,0,0,1,0,0,0,1,0,0,0
Old Stagecoach Trail to Copper Butte,794,1,6,1640,383.15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Columbia Mountain,795,10,7.5,1400,304.5333333,0,3,1,1,0,0,0,1,0,0,0,1,0,0,1
Twin Lakes and Lake Lillian,796,104,9,2000,65.38333333,0,3.25,1,0,0,0,1,0,1,0,0,0,0,0,1
Evergreen Mountain Lookout,797,88,2.8,1425,136.6333333,0,3.44,0,0,0,1,0,1,0,0,0,0,0,0,0
Cold Creek Loop via Tinkham and Silver Peaks,798,79,8,2600,61.21666667,0,3.5,1,1,1,0,1,1,0,1,0,0,0,0,0
Silver Star Mountain,799,39,4,1000,215.2166667,0,3.71,1,0,0,0,0,1,0,1,0,1,0,0,0
Blue Lake and Sheep Canyon via South Fork Toutle,800,7,4.5,1000,198.5666667,0,2.5,0,0,0,0,0,1,1,1,0,0,0,0,1
Blake Island State Park,801,5,8,190,58.41666667,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1
Bridle Trails State Park,802,11,3.5,450,21.03333333,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1
Mount Spokane Nordic Trails,803,2,,,295.3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
Fort Ebey State Park,804,29,4,520,118.3333333,0,3.67,1,1,0,1,0,0,0,0,0,0,0,0,0
Black Lake,805,17,8,780,279.1666667,0,2.29,0,0,0,1,1,0,0,0,0,0,0,0,1
Glacier View,806,81,4,900,119.7166667,0,3.54,0,0,0,1,0,1,0,1,0,1,0,0,0
Irely Lake and Big Creek,807,8,2.2,200,195.7166667,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
North Fork Quinault River-Halfway House,808,39,10.2,400,198.4833333,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Lila Lake,809,26,11,2800,82.28333333,0,4.2,0,1,0,0,1,1,0,1,0,0,1,0,0
West Cady Ridge to Benchmark Mountain,810,135,14.4,3700,126.3166667,0,3.43,1,0,0,0,0,0,0,0,0,0,0,0,0
Bird Creek Meadows,811,17,3,500,290,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0
Looking Glass Lake,812,0,15,2400,264.95,0,4.17,0,1,0,0,0,0,1,0,0,0,0,0,1
McClellan Butte,813,277,9,3700,41.4,0,3.75,0,0,0,0,0,1,1,0,0,1,0,0,0
River To Rock Trail,814,3,1,200,189.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Hope and Mig Lakes,815,32,5,1550,100.3833333,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
Scorpion Mountain,816,1,8,2500,110.35,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
Hardy Ridge,817,7,9.5,1860,192.2333333,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Lyle Cherry Orchard,818,13,5,1050,234.25,0,3.4,0,0,0,0,0,1,0,0,0,0,0,0,0
Wahclella Falls,819,5,1.8,350,,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
Forest Park - Ridge Trail Loop Hike,820,3,,,168.9166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ginkgo Petrified Forest Interpretive Trails,821,15,3,200,127.6833333,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0
Tumwater Pipeline Trail,822,25,2.4,100,133.0833333,0,3.6,1,0,1,1,0,1,0,0,0,0,0,0,1
Ice Cave - Natural Bridges Nature Trails,823,1,0.25,2900,254.2166667,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Hills Greenbelt,824,2,2.3,50,16.88333333,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Spray Park Loop,825,3,16,5100,125.0333333,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0
Yakima Area Arboretum and Botanical Garden,826,2,,,,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
Glacier Basin Loop,827,0,11.5,3100,112.6333333,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
Gobblers Knob,828,75,11,2565,121.6333333,0,2.5,0,1,0,0,0,1,1,1,0,0,0,0,0
Icicle Gorge Nature Loop,829,66,4.2,150,167.0833333,0,3.75,1,0,1,1,0,0,0,0,0,0,1,0,1
Silver Lakes,830,64,11,3400,156.7,0,4.22,1,1,0,0,1,0,0,0,0,0,0,0,0
Dirty Face Ridge,831,11,7.5,3000,202.2166667,0,3.75,1,0,0,0,0,1,0,0,0,1,0,0,0
Flat Creek,832,2,11,500,,0,2.75,0,1,1,0,0,0,1,0,1,0,0,0,0
Upper Stehekin Valley Road Trail,833,5,22.8,1100,,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0
Grizzly Bear Ridge,834,2,8.2,1300,279.9833333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Edds Mountain,835,3,11.1,1916,334.3,0,4.5,1,1,0,0,0,1,0,1,0,1,0,0,1
Hidden Lake Lookout,836,245,8,3300,152.15,0,4.35,0,0,1,0,1,1,0,1,0,1,1,0,0
Holden to Hart Lake,837,6,9,1000,,0,2,1,1,1,0,1,0,0,0,0,0,1,0,0
Obstruction Point-Deer Park,838,28,15,1600,175.85,0,2.67,0,0,0,0,0,1,0,0,0,0,0,0,0
Sherman Pass Snowshoe Loop,839,5,6,1000,331.8666667,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0
Hall Mountain,840,16,14,4130,405.3,0,3.43,1,1,1,0,0,1,0,0,0,1,0,0,1
Sullivan Lake,841,4,8.2,250,367.8833333,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0
Sawtooth Lakes Loop,842,2,24,4200,235.1333333,0,4,1,1,0,0,1,1,0,0,0,1,0,0,0
Howard Lake,843,1,3.3,600,,0,2.5,0,0,0,1,1,0,1,0,0,0,0,0,1
Chain Lakes Loop,844,141,8,1700,171.7,0,4.18,1,1,1,1,1,1,0,0,0,0,0,0,1
Bagley Lakes,845,30,2,150,162.8666667,0,3.2,1,0,1,1,1,1,0,0,0,0,0,0,0
Table Mountain,846,81,2.6,725,171.7,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Artist Ridge - Huntoon Point,847,51,1.2,200,171.1666667,0,3.29,1,0,0,1,0,1,0,1,0,0,0,0,0
Wild Goose,848,12,1.4,1100,,0,3.25,1,0,0,0,1,0,0,0,0,0,0,0,0
Rainbow Loop,849,8,4.4,1000,,0,3.5,0,1,0,1,1,0,0,0,0,0,0,0,0
Rainbow Falls Mist Trail,850,1,0.25,30,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Stehekin River Trail,851,0,7.6,100,,0,4,0,1,1,1,1,0,0,0,0,0,0,0,1
Buckner Orchard Walk,852,0,1.6,1200,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
West Fork Agnes Creek,853,1,,,,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Dock Butte,854,37,4.4,1500,132.1666667,0,3.75,0,0,0,0,1,0,0,0,0,0,0,0,0
West Tiger 3,855,311,5,2100,23.9,0,3.33,0,0,0,0,0,0,1,0,0,0,0,0,0
Leadbetter Point,856,8,10.6,50,212.0833333,1,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0
Evans Creek Preserve,857,49,4.2,325,29.43333333,0,4,1,0,0,1,0,0,0,0,0,0,0,0,1
Cutthroat Lake,858,41,3.8,400,193.4,0,3.75,1,0,0,1,1,0,0,0,0,0,0,0,0
Peabody Creek Trail,859,6,5.6,800,152.15,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Townsend Mountain,860,7,,,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Lake,861,33,1.7,300,131.15,0,4,1,0,1,1,1,1,0,0,0,0,0,0,1
Riverside State Park - Little Spokane River,862,10,6.8,1010,265.7166667,0,1.67,0,0,0,1,0,0,0,0,1,0,0,0,0
Snoqualmie Mountain,863,122,3.8,3105,53.63333333,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Skyscraper Mountain,864,55,8,1300,143.3833333,0,3.5,0,0,0,0,0,1,0,1,0,1,0,0,1
Franklin Ghost Town,865,29,2.5,200,52.36666667,0,1.75,0,0,0,1,0,0,0,0,0,0,0,0,0
Lower Gray Wolf River,866,128,8.4,800,142.3333333,0,3.8,0,1,0,1,0,0,1,0,1,0,0,0,0
Navaho Pass,867,185,11,3000,117.1666667,0,3.72,0,1,0,0,0,1,0,1,0,0,0,0,1
Navaho Peak,868,111,12,4223,117.1166667,0,4.29,1,0,0,0,0,1,0,0,0,1,0,0,0
Mowich Lake Snowshoe,869,53,10,1400,102.1833333,0,3.17,0,0,0,0,1,0,0,0,0,0,0,0,0
Miller Peninsula-Thompson Spit,870,22,5,360,120.35,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0
Lake Keechelus Snowshoe,871,12,4,200,54.56666667,0,3.5,0,0,0,1,0,0,0,0,0,1,0,0,0
Lake Valhalla Snowshoe,872,32,13,1700,108.9666667,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazama Ridge Snowshoe,873,62,6,900,144.45,0,4.29,0,0,0,0,1,0,0,0,0,0,0,0,0
Lake Kelcema Snowshoe,874,35,10,1600,88.63333333,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
Heliotrope Ridge,875,159,5.5,1400,149.6333333,0,4.25,1,1,1,1,0,1,0,0,0,0,1,0,0
Deer Park to Maiden Peak,876,1,9,900,175.8666667,0,4,0,1,0,0,0,1,0,1,0,1,0,0,1
Mount Persis,877,97,4,2658,81.21666667,0,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0
Skyline Divide,878,210,9,2500,161.75,0,4.42,1,0,0,0,0,1,0,1,0,0,0,0,0
Bare Mountain,879,165,8.6,3300,99.55,0,3.93,1,0,1,0,1,1,0,1,0,1,0,0,1
Fremont Lookout,880,166,5.6,800,143.3833333,0,4.32,0,0,0,1,0,0,0,0,0,0,0,0,1
Chetwoot Lake,881,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Creek,882,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pea Soup Lake,883,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Old Kettle Falls Trail,884,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knapsack Pass,885,60,2.9,1300,124.85,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0
Spade Lake,886,20,25.6,2300,113.4333333,0,2.2,0,0,0,0,1,1,1,0,0,0,0,0,0
Tommy Thompson Trail,887,5,6.6,25,81.18333333,0,4,1,0,0,1,0,0,0,0,0,0,0,0,1
Whiskey Bend to Hurricane Hill,888,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wildcat Mountain,889,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buck Creek Pass,890,78,,,190.2,0,3.8,0,0,0,0,0,1,0,1,0,0,0,0,1
Madrone Crest Trail,891,2,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Lake Valhalla,892,227,7,1500,100.15,0,4.29,0,0,1,1,0,0,0,0,1,0,0,0,0
Wild Horses Monument,893,10,0.4,150,127.6333333,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Lake,894,137,4.4,1050,184.45,0,4.19,1,0,0,1,1,1,0,0,0,0,0,0,1
Eagle Lakes,895,20,12,2480,245.4666667,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0
Rennie Peak,896,1,15,4500,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Pipestone Canyon Rim Trail,897,9,9,1700,244.7666667,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Falls Creek Falls,898,5,,,240,0,3.2,1,0,0,1,0,0,0,0,0,0,0,0,0
Mount Catherine,899,155,3,1330,63.5,0,3.88,1,0,0,1,0,1,0,0,0,1,0,0,0
Silver Peak,900,151,5.6,2100,61.21666667,0,4.44,0,0,0,0,1,1,0,0,0,1,0,0,0
Leroy Creek High Route,901,52,,,,0,2.33,0,0,0,0,1,1,0,1,0,0,1,0,0
Spider Meadow and Phelps Basin,902,133,13,1900,194.4333333,0,4,0,0,0,0,0,1,1,0,0,0,0,0,1
Liberty Ghost Town,903,0,1,50,97.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wellington Ghost Town,904,3,2,20,110.8166667,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Lester Ghost Town,905,14,7.5,300,114.65,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Shadow Lake-Sunrise Camp Loop,906,31,3.5,200,143.3833333,0,4.14,0,0,0,1,0,1,0,0,0,0,0,0,1
Wright Mountain,907,34,11.4,5430,53.8,0,3.4,0,0,0,0,0,0,0,0,0,1,0,0,0
Old Sauk River Trail,908,113,6,150,90.48333333,0,2.53,1,0,1,1,0,0,1,0,1,0,0,0,0
Schaefer Lake,909,28,10,2700,151.1833333,0,3.5,0,0,0,0,1,1,1,0,0,0,0,0,0
Estes Butte,910,24,8.5,2900,155.8166667,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0
Dege Peak,911,29,4,600,143.3833333,0,3.67,0,0,0,1,0,0,0,0,0,0,0,0,1
Red Mountain (Commonwealth Basin),912,83,11,2900,66.1,0,3.57,0,0,0,0,0,1,0,0,0,0,0,0,0
Lake Ann (Mount Baker Highway),913,111,8.2,1900,168.9166667,0,3.93,1,1,0,1,0,1,0,0,0,0,0,0,0
Tradition Lake Loop,914,31,2.9,150,23.88333333,0,3.33,1,0,0,1,1,0,1,0,0,0,0,0,1
Horseshoe Lake,915,28,,,171.05,0,3.33,0,0,0,0,1,0,0,0,0,0,1,0,0
Summerland - Panhandle Gap,916,281,12,2950,106.7833333,0,4.35,0,1,1,0,1,1,1,0,0,0,1,1,1
Camp Muir,917,244,8,4640,144.45,0,4.32,0,0,0,0,0,0,0,0,0,0,0,0,1
Emmons Moraine,918,16,3,900,112.6333333,0,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirror & Cottonwood Lakes,919,14,6,650,82.65,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Anderson and Watson Lakes,920,133,4,1100,150.6333333,0,4.2,0,1,0,1,1,1,1,0,0,0,1,0,0
Two Dollar Trail,921,2,,,94.03333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Port Susan Nature Conservancy,922,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camp Sekani Park,923,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John C. Shields Park (Minnehaha),924,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Fork Humptulips River,925,8,10,700,184.1666667,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1
Queets River,926,15,10,200,198.8333333,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0
North Fork Sol Duc River,927,5,12.4,1200,202.4166667,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0
Tatoosh Ridge,928,66,8,2600,162.7333333,0,3.67,0,0,0,0,0,1,1,0,0,1,0,0,0
Scatter Lake,929,20,8.5,3850,276.0333333,0,4,1,0,0,0,1,0,0,1,0,1,0,0,0
Thunder Creek,930,121,12,1300,149.75,0,3.67,0,1,0,1,0,0,1,0,1,0,0,0,0
Glacier Vista-Panorama Point,931,29,5,1300,144.45,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Longs Pass,932,125,5,2100,140.4666667,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0
Starway,933,2,11,2377,207.8833333,0,3.25,1,0,0,0,0,0,0,0,0,1,0,0,0
Minotaur Lake,934,90,3.5,1905,147.7333333,0,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0
Spruce Nature Trail (Hoh),935,12,,,239.6833333,0,3.5,0,0,0,1,0,0,0,0,0,0,0,0,1
Bluff Mountain,936,7,12,890,208.9666667,0,2.5,1,0,1,0,0,1,0,1,0,1,0,0,0
Lyman Lakes,937,12,20,2700,,0,3,0,1,0,0,1,1,1,0,0,0,1,1,1
Meeks Table,938,9,,,201.65,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0
Oak Creek Road - Bethel Ridge,939,5,6.5,800,150,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
White Chuck Bench,940,41,,,124.3166667,0,2.89,1,0,0,1,0,1,0,1,1,0,0,0,0
Tiger Mountain Trail South,941,62,4,600,35.78333333,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1
Tiffany Lake,942,4,3,200,281.6666667,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0
Slab Camp Creek and Upper Gray Wolf River,943,61,5.5,1100,152.4333333,0,3.6,1,1,0,1,0,0,1,0,1,0,0,0,0
Sharpe Park - Montgomery - Duban Headlands,944,28,1.5,300,90.45,1,3.67,1,0,0,1,0,0,0,0,0,0,0,0,1
Upper South Fork Skokomish River,945,56,8,1100,153.7833333,0,3.44,0,0,0,0,0,0,0,0,1,0,0,0,0
Quartz Creek,946,61,8.4,1500,125.4333333,0,2.4,0,0,0,0,0,1,1,0,1,0,0,0,0
Peabody Creek Loop Trail,947,1,,,152.65,0,3.33,1,0,1,1,0,0,0,0,1,0,0,0,0
Cathedral Rock,948,158,9,2200,149.2833333,0,3.1,0,1,0,0,1,1,0,1,0,1,0,0,1
Paradise Point State Park,949,6,,,142.2333333,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
North Fork Skykomish River,950,52,10,1000,126.8,0,2.6,0,0,0,0,0,0,0,0,1,1,0,0,0
Mount Spokane - Trail 100,951,9,7,650,291.2,0,3,1,0,1,0,0,0,1,0,0,0,0,0,1
Mitchell Peak,952,4,5,2100,192.9333333,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
Middle Fork Snoqualmie River,953,250,12,200,69.65,0,3.65,1,0,0,1,0,0,1,0,1,0,1,0,1
Lakes Trail,954,26,5.25,1550,143.5666667,0,3.83,0,0,0,0,1,0,0,1,0,0,1,0,1
Lower Dungeness River,955,40,12.6,1000,159.2166667,0,3.57,1,0,0,0,0,0,0,0,1,0,0,0,0
Johnson Peak-Lily Basin,956,49,12,1900,171.5,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalaloch - Browns Point,957,6,4,25,189.2,1,3.25,0,0,0,1,0,0,0,0,0,0,0,0,0
June Lake,958,19,2.8,200,194.1666667,0,3.6,0,0,0,0,1,1,0,1,0,0,0,0,1
Horseshoe Basin,959,75,12,1550,354.8,0,3.3,1,1,0,0,0,1,0,1,0,0,0,0,1
Hannegan Pass and Peak,960,225,10.4,3100,166.2666667,0,4,1,1,0,0,0,0,0,1,0,1,0,0,1
Goat Mountain,961,34,6,1600,177.9,0,3.5,0,0,0,0,1,1,0,0,0,1,0,0,0
East Fork Foss - Necklace Valley,962,206,18,3400,95.16666667,0,3.06,0,1,0,0,1,1,1,0,1,0,0,0,0
West Fork Dosewallips River,963,36,8.4,900,,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Dorothy - Lake Bear - Lake Deer,964,326,11.5,1600,108.0666667,0,3.68,1,1,0,1,1,0,0,1,0,0,1,0,0
Cultus Creek,965,7,4,1100,,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Town Meadow & Trails,966,52,1.5,150,22.48333333,0,2.75,0,0,0,1,0,0,1,0,0,0,0,0,0
Sky Country,967,3,,,24.6,0,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0
Chelan Lakeshore Trail,968,76,17,1600,,0,3.25,0,1,1,0,1,1,0,0,0,0,1,0,1
CCC Road: Lower Trailhead,969,15,8,550,41.5,0,3.5,0,0,0,0,0,0,0,0,0,0,1,0,0
Marmot Pass via Upper Dungeness River Trail,970,118,16.2,3500,188.8,0,4.23,1,1,0,0,0,1,1,1,1,0,0,0,0
Blue Lake Creek,971,14,4.8,2100,157.4,0,2.86,0,1,0,0,1,0,0,0,0,0,1,0,0
Bells Mountain,972,8,15.4,1100,170.7,0,3.33,0,0,0,0,0,0,0,0,0,1,0,0,0
Carbon Glacier,973,53,21.4,1000,101.6333333,0,3.46,0,1,0,1,0,1,1,0,1,0,1,0,0
Lower Lake Trail,974,3,1,120,164.2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
Augspurger Mountain - North,975,2,2.8,1100,233.5833333,0,3,1,0,1,0,0,1,0,1,0,1,0,0,0
Asahel Curtis Nature Trail,976,27,0.5,180,48.58333333,0,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0
Lake Ballinger Park,977,3,,,19.15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Ruston Way,978,9,,,,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0
Glacier Gap,979,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trapper Lake,980,1,,,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
Patterson Mountain,981,16,4,1070,230.25,0,3.5,1,0,0,1,0,1,0,0,0,0,0,0,0
Cooper River Snowshoe,982,10,8,400,107.4833333,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Coldwater Peak,983,7,12,2000,164.2666667,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
South Coldwater Trail,984,52,7,1400,156.9,0,3.43,0,0,0,0,1,0,0,0,0,0,0,0,1
Ala Spit,985,4,1,10,98.2,0,4,1,0,0,1,0,0,0,0,0,0,0,0,1
Crofton Butte,986,2,4,600,247.9833333,0,2.67,0,0,0,0,0,1,0,0,0,0,0,0,0
